file_name,title,presenter,presenters,abstract,datetime,location,session_key,session_date,source_url,speaker_count
sequencing-soil-seeding-sovereignty-building-place-based-biotech-in-community-spaces-b4e279c7.md,"Sequencing Soil, Seeding Sovereignty: Building Place-Based Biotech in Community Spaces",Annel Andrea Leon Tenorio,Annel Andrea Leon Tenorio,Not listed on the session detail page.,"Thursday, Apr 16, 2026 4:15 PM - 4:45 PM MST",Junior Ballroom F Huya,B4E279C7-9863-6643-4693-A77BF42A6647,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=B4E279C7-9863-6643-4693-A77BF42A6647&session_date=Thursday%2C%20Apr%2016%2C%202026,1
shared-narratives-shared-power-amplifying-perspectives-and-practices-for-indigenous-data-s-0c36d16e.md,"Shared Narratives, Shared Power: Amplifying Perspectives and Practices for Indigenous Data Sovereignty in Journalism and Media",Ashlynn Gerth,Ashlynn Gerth,"Indigenous Data Sovereignty (IDSov) is more than a governance framework—it is a paradigm of respect, relational accountability, and community agency. This session invites journalists, researchers, IDSov advocates, media experts and content creators to explore how storytelling shapes public understanding of Indigenous rights to data, knowledge, and representation. 
This collaborative roundtable discussion is designed to seed enduring partnerships that strengthen IDSov, while enriching journalistic integrity and expanding the reach of informed Indigenous perspectives. Participants will learn best practices and share strategies for responsible reporting and ethical storytelling, including how to engage with communities as partners rather than sources, contextualizing data with Indigenous epistemologies, and avoiding the perpetuation of harmful practices through language and interpretation.
By the end of the session, participants will:
- Understand IDSov principles and their implications for media representation
- Be familiarized with best practices and examples of IDSov-informed reporting
- Build cross-sector networks for future collaboration and resource sharing
The transformative potential of collaborative, community-centered media practices can only be realized through meaningful relationship-building and mutual empowerment. This session invites us to collectively shift the paradigm—away from stories about Indigenous peoples and toward stories by and with Indigenous peoples. Together, we can foster media ecosystems grounded in reciprocity, transparency, and cultural respect.","Wednesday, Apr 15, 2026 3:45 PM - 4:45 PM MST",Junior Ballroom H Kawi,0C36D16E-F33E-7742-3BD7-18EC3C582A45,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C36D16E-F33E-7742-3BD7-18EC3C582A45&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
sipnuuk-karuk-us-karuk-time-and-memory-within-a-tribal-digital-archive-0c36da46.md,Sipnuuk.karuk.us: Karuk Time and Memory within A Tribal Digital Archive,Leece Oliver LaRue,Leece Oliver LaRue,"Emerging from two chronological projects with University of California (UC) in 2014 and 2015, the Sipnuuk Digital Archive digital platform started as a means of disseminating research and institutional knowledge ABOUT Karuk people BACK into Karuk community. A collective space for gathering cultural memory and knowledge, the Sipnuuk Digital Archive, Library, and Repository engages community archiving efforts with one of three remaining fluent speakers of the Karuk language and their apprentices to digitize archival language materials for community learning and use. The archive also holds materials and information about our Tribe, Relatives, and territory that has been put into “the record” as public knowledge by governmental agencies, institutions, companies, and researchers. The Sipnuuk Digital Archive utilizes Murkurtu Content Management System, an open source platform built in partnership with Maori People for Indigenous use. This system integrates Local Context Labels (Dr. Jane Anderson) and other database/data structure solutions to (re)attribute Karuk knowledge within the cultural protocols of our home communities. This presentation stories the origin of the Karuk Cultural Heritage and Traditional Knowledge Labels over the course of the development and continuation of our Sipnuuk site since 2016, and highlights recent work to include a Geospatial Data Label for use within ArcGIS and other similar geospatial web-services. Through utilization of the customizable Local Contexts Hub and application programming interface (API), we continue to advance the assertion of Karuk data sovereignty while navigating the ongoing use of Karuk data within digital spaces that come to contain Karuk cultural data.","Thursday, Apr 16, 2026 11:30 AM - 12:00 PM MST",Ballroom E Teeka,0C36DA46-974A-69DF-C757-2E4A5B9C8969,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C36DA46-974A-69DF-C757-2E4A5B9C8969&session_date=Thursday%2C%20Apr%2016%2C%202026,1
strengthening-data-relationships-through-tribal-sovereignty-affirming-practices-with-indig-0c36f5b3.md,Strengthening Data Relationships through Tribal Sovereignty-Affirming Practices with Indigenous Voices and Representation at Colorado State Agencies,Kimberly Blackhorse; Jenifer Lewis,Kimberly Blackhorse; Jenifer Lewis,"It is vital to have Indigenous voices and Tribal representation in the room as data governance is being discussed at all levels of state government. State agencies are often carrying out or implementing the statutory expectations as a result of legislation. Understanding the needs and expectations of Tribal partners and establishing data governance mechanisms will result in meaningful and effective policies that meet the needs of the state and Tribes. In Colorado, Tribal representation across state agencies has supported Indigenous data governance principles to be implemented in MOUs to protect Tribal data by acknowledging and adhering to Indigenous data governance principles. This representation allows the state departments to be aware of and make the progressive move to uphold Tribal authority, which allows thoughtful control of their own data within state program data management systems with respect to the government-to-government relationships we share.","Wednesday, Apr 15, 2026 10:30 AM - 11:30 AM MST",Junior Ballroom F Huya,0C36F5B3-D486-85F5-0B0F-AFCF5B7E932C,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C36F5B3-D486-85F5-0B0F-AFCF5B7E932C&session_date=Wednesday%2C%20Apr%2015%2C%202026,2
strengthening-indigenous-data-governance-in-environmental-science-and-engineering-0c3705ae.md,Strengthening Indigenous Data Governance in Environmental Science and Engineering,Jariah Callado,Jariah Callado,"By implementing Indigenous Data Sovereignty principles into chemical and environmental engineering research we can address historical harms, promote ethical inquiry, and support outcomes that strengthen Indigenous knowledge systems. Historically scientific research has treated Indigenous communities as subjects of study rather than partners thus, creating harm and mistrust.This history has shown us the urgent need for research frameworks that respect Indigenous ways of knowing, cultural protocols, and relationships. Implementing Indigenous Data Sovereignty and Indigenous Data Governance frameworks include utilizing the CARE, FAIR, TRUST, and SHIFT principles which will help protect a tribe's cultural knowledge, ensure community control over data, and support research practices that are rooted in responsibility and reciprocity. The Níhí Environmental Engineering Biogeochemistry Laboratory shows how these principles can be applied in environmental science and engineering disciplines. As a Native Woman led research lab in higher academia we use Indigenous Data Sovereignty informed protocols for our ecological monitoring, sample collection, analytical techniques, and data management. These practices ensure that Indigenous communities maintain autonomy over the collection, ownership, and application of data related to that of their lands, cultures, and resources. By incorporating the CARE, FAIR, TRUST, and SHIFT principles we are able to create research that is ethical, transparent, and aligned with community needs. All in all future work should focus on co-designing clear data governance frameworks with Indigenous partners and expanding cultural competency training for researchers as these steps can help build stronger collaborations and ensure that research not only benefits western science but Indigenous communities as well.","Wednesday, Apr 15, 2026 1:30 PM - 2:00 PM MST",Ballroom E Teeka,0C3705AE-987D-606A-EC25-023A705A149F,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C3705AE-987D-606A-EC25-023A705A149F&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
supporting-indigenous-provenance-and-authority-with-traditional-knowledge-and-biocultural-0c371404.md,Supporting Indigenous Provenance and Authority with Traditional Knowledge and Biocultural Labels,Emily Santhanam; Maui Hudson; Hop Hopkins; Amy June Breesman,Emily Santhanam; Maui Hudson; Hop Hopkins; Amy June Breesman,"The Local Contexts Traditional Knowledge and Biocultural Labels establish Indigenous cultural authority and governance over Indigenous data and collections by adding provenance information, protocols, and permissions for access, use, and circulation. Developed through sustained partnership and testing within Indigenous communities across multiple countries, the Labels allow communities to communicate existing community rules, governance, and protocols for using, sharing, and circulating knowledge and data. In this oral presentation, Local Contexts team members will introduce the Local Contexts Labels, how they have been used around the world, and if they might be a good fit for your community.","Thursday, Apr 16, 2026 12:00 PM - 12:30 PM MST",Ballroom E Teeka,0C371404-95F7-BEEA-6FB1-BC5A2D440587,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C371404-95F7-BEEA-6FB1-BC5A2D440587&session_date=Thursday%2C%20Apr%2016%2C%202026,4
synergizing-data-sovereignty-and-governance-principles-from-four-diverse-indigenous-contex-0c372121.md,Synergizing data sovereignty and governance principles from four diverse Indigenous contexts to guide project implementation and evaluation,Emily Haroz; Amanda Harris,Emily Haroz; Amanda Harris,"The Johns Hopkins Center for Indigenous Health (JHCIH) leads a global project including partners across four sites: First Nations Australia, Aotearoa New Zealand, and First Nations Health Authority in British Columbia, Canada. Funded by the LEGO Foundation, the collective’s goal is to “build a world of play” for Indigenous families through offering culture-centered home-visiting services and co-designing Indigenous playspaces. Using Indigenous evaluation approaches, we co-designed an evaluation plan that aims to tell a cohesive story of the project while honoring the principles for Indigenous data sovereignty (IDS) and unique methodologies from the diverse contexts. Representatives from each site shared their guiding framework: the CARE Principles (US), the First Nations Principles of OCAP (Canada), Maiam Nayri Wingara Principles (Australia), and the Te Mana Raraunga Framework (Aotearoa). Facilitated by our working group for IDS, data governance, and ethics, we collaboratively harmonized shared principles and developed a unified approach that guides the project's data governance and evaluation. Like tributaries flowing together, this process enabled each country team to maintain a distinct stream that carries its own Indigenous ways while feeding into a shared IDS framework and evaluation. JHCIH hosts the confluence, the gathering place where these distinct streams meet. We will share stories and learnings from the project thus far, describing the process of braiding together wisdom from many relatives, and how we have created confluence points where the streams join to enable partners and communities to derive benefit from their data and tell the story of how Indigenous families can thrive.","Wednesday, Apr 15, 2026 12:25 PM - 12:45 PM MST",Junior Ballroom G Seewa,0C372121-EC51-C932-B454-ADD287A0A714,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C372121-EC51-C932-B454-ADD287A0A714&session_date=Wednesday%2C%20Apr%2015%2C%202026,2
systematization-of-the-survey-modification-process-through-sequential-exploratory-mixed-me-0c372b79.md,Systematization of the Survey Modification Process Through Sequential Exploratory Mixed Method,Christie Meninick,Christie Meninick,"While research has been conducted on Indigenous survey development (Lopez, 2021), few studies have explored how to systematize the survey modification process using a sequential exploratory mixed-methods approach, while also adhering to CARE principles (e.g., collective benefit and authority). In this case study, a leadership survey for women, the Career Aspiration Survey-Revised (CAS-R), was systematically modified through an empirical process that included talking circles, expert interviews, and instrument development. In summary, the CAS-R was modified to operationalize the culturally informed leadership motivations of Indigenous women. Central to the CAS-R modification process was observing cultural congruency. As such, three indigenous conceptual frameworks guided the inductive qualitative processes. Thereafter, the preliminary findings from the talking circles and interviews informed the development of the instrument. Through the research process, a replicable method for survey modification was developed. The systematization of survey modification is critical for tribal data sovereignty and tribal authority over data collection and analysis, as tribes can replicate the process organically within their communities. Key to the entirety of the process was ensuring the project would provide a collective benefit and grant tribes the authority over the modified survey.
Culturally congruent surveys for Indigenous people have yet to be widely developed, so this project fills in a gap in the research literature. Critically, the systematization of the survey modification process provides tribes with the means to independently develop culturally congruent survey instruments, allowing for the redistribution of authority over the data collection and the research process from start to finish.","Wednesday, Apr 15, 2026 5:00 PM - 5:20 PM MST",Ballroom E Teeka,0C372B79-962F-6B09-476C-5BA69EE6577A,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C372B79-962F-6B09-476C-5BA69EE6577A&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
te-mana-whakatipu-m-ori-data-analytics-building-programme-initiatives-b48e8418.md,Te Mana Whakatipu - Māori Data Analytics Building Programme & Initiatives,Kerri-Anne Hancock; Te Mauri Kingi,Kerri-Anne Hancock; Te Mauri Kingi,Not listed on the session detail page.,"Thursday, Apr 16, 2026 12:45 PM - 1:45 PM MST",Junior Ballroom J Heeka,B48E8418-CABB-E352-20C8-A7E7156B5158,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=B48E8418-CABB-E352-20C8-A7E7156B5158&session_date=Thursday%2C%20Apr%2016%2C%202026,2
the-indigenous-data-sovereignty-framework-for-tribal-college-institutional-research-transl-0c37406a.md,The Indigenous Data Sovereignty Framework for Tribal College Institutional Research: Translating the CARE Principles into Practice for the Tribal College System,Leander 'Russ' McDonald,Leander 'Russ' McDonald,"Indigenous Data Sovereignty (IDS) affirms the right of Indigenous Peoples to govern the collection, ownership, and application of their data. Tribal Colleges and Universities (TCUs), chartered by tribal nations, serve over 26,000 Native students and 60,000 community members annually, positioning them at the intersection of IDS theory and practice. TCUs are not only centers for higher education but also hubs for cultural transmission and Native Nation-Building. Their unique responsibilities for data gathering, reporting, and analysis require approaches that honor sovereignty and community priorities.
This roundtable will present a case study from the Tribal College and University Institutional Research Collaborative (TCU-IRC), which translated the CARE Principles for Indigenous Data Governance into an applied framework for institutional research within TCUs. Through an inclusive and reciprocal process, the IRC developed an IDS Framework tailored to tribal college contexts, featuring five guiding principles and a self-assessment tool. These resources aim to ensure that institutional data practices are ethical, culturally grounded, and beneficial to Native students and communities.
By centering TCUs in the governance and use of their own data, this project redistributes power and authority back to tribal institutions, reinforcing their missions and sovereignty. Session participants will learn about the framework, the self-assessment tool, and the collaborative process that brought IDS theory into practice for Indigenous higher education.","Wednesday, Apr 15, 2026 5:00 PM - 6:00 PM MST",Junior Ballroom H Kawi,0C37406A-E083-C34B-00EB-A18A10F4621F,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37406A-E083-C34B-00EB-A18A10F4621F&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
the-land-area-name-directory-project-0c374aae.md,The Land Area & Name Directory Project,John Swigart,John Swigart,"The National Association of Tribal Historic Preservation Officers (NATHPO) is currently developing the Land Area & Name Directory (LAND), a spatial database of Tribal areas of interest (AOIs) and a web mapping front-end. When incidents occur in areas of Tribal significance, LAND is designed to facilitate emergency response notifications to Tribal cultural resource officials. LAND will provide an easily accessible and up-to-date directory that emergency managers can use to contact THPOs or other Tribal officials and notify them where response efforts may adversely affect Tribally important places (collective benefit). THPO contact information is linked to AOIs, which can be queried in a web app using incident locations. How the AOIs are delineated is entirely at the Tribes' discretion, but should be generalized to protect sensitive locations. Tribes can request changes to AOIs, contact information, or the inclusion of the data at any time (authority to control). NATHPO serves as the steward of the data and web app, and is accountable to the participating Tribes (responsibility and ethics). A Tribal Working Group will help guide the critical elements of the LAND project throughout its development.","Wednesday, Apr 15, 2026 12:25 PM - 12:45 PM MST",Ballroom D Meecha,0C374AAE-D6E0-2DBF-A0BD-42CD710469C0,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C374AAE-D6E0-2DBF-A0BD-42CD710469C0&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
the-status-of-california-native-american-tribal-gis-and-gis-data-sovereignty-model-0c3754e9.md,The Status of California Native American Tribal GIS and GIS Data Sovereignty Model,Donna Miranda-Begay,Donna Miranda-Begay,"Day 2 - Theme 1: Data for Governance or Theme 3: Data Futures: Looking Back Walking Forward
20 Minute Presentation – by Dr. Donna Miranda-Begay
Proposal Title: The Status of California Native American Tribal GIS and GIS Data Sovereignty Model
In this proposed presentation, based on the work of California Tribal GIS (Geographical Information Systems) Non-profit and the 1st California Native American Tribal GIS Summit 2025 (90 California Native American Tribes represented at this summit), the concepts of de-colonizing mapping, rematriation, ground truthing, and land back will be presented. Also, proposed Native American Tribal GIS Data Sovereignty model will be presented. A majority of this proposed presentation has been presented in Department of Defense - Western Regional Partnership Tribal Forum and California GIS Association Membership meetings. Recently, this presentation proposal has been accepted by University of California GIS Week Conference 2025 (Nov. 17-21, 2025) Planning Committee.","Thursday, Apr 16, 2026 12:45 PM - 1:15 PM MST",Ballroom D Meecha,0C3754E9-04EF-516A-8AF0-FC15CBEBDB91,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C3754E9-04EF-516A-8AF0-FC15CBEBDB91&session_date=Thursday%2C%20Apr%2016%2C%202026,1
the-uke-contracting-system-a-legal-intervention-tool-for-indigenous-knowledge-governance-0c37602b.md,The Uke' Contracting System: A Legal Intervention Tool for Indigenous Knowledge Governance,Kurt Naquin; Hali Dardar,Kurt Naquin; Hali Dardar,"The Uke' Contracting System is an Indigenous-led data sovereignty project that represents a practical intervention in addressing power imbalances inherent in traditional research relationships. Developed by the Houma Language Project and Ripple Effect and stewarded by Bvlbancha Public Access, this open-source framework reverses standard consent protocols by ensuring knowledge holders maintain full copyright ownership of their contributions while granting limited, revocable licenses for specific uses.
Traditional research models normalize data extraction through consent forms that transfer all ownership to researchers and institutions, often subjecting Indigenous knowledge to FOIA requests and perpetual institutional control. Uke' disrupts this paradigm through two mechanisms: (1) Work-for-Hire Agreements that establish the interviewee as copyright owner from inception, and (2) Copyright License Agreements that define limited, project-specific, compensated use with clear terms for future applications.
Piloted across three initial case studies—Language Keepers interview series (11 open-source interviews), Indigenous Gulf Stream media project (49 licenses), and Collective Memory Work research (6 licenses)—Uke' demonstrates how Indigenous communities can govern their data while encouraging ethical collaboration. We also explore how the system may help address critical gaps between Institutional Review Board (IRB) compliance and genuine community sovereignty over knowledge.
This presentation shares implementation experiences, including integration with Warren County, North Carolina flood research in a historically Black community and ongoing development to refine the contracts legal frameworks and application. We examine Uke' as one tool in the broader Indigenous data sovereignty toolkit to provide actionable steps researchers can take to shift from extractive to relational practice.","Thursday, Apr 16, 2026 3:45 PM - 4:15 PM MST",Ballroom E Teeka,0C37602B-E3A4-0846-4390-ED8E642A376D,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37602B-E3A4-0846-4390-ED8E642A376D&session_date=Thursday%2C%20Apr%2016%2C%202026,2
there-are-no-shortcuts-the-intersection-of-tribal-and-academic-research-ethics-in-a-clinic-0c37697a.md,There are no shortcuts: The intersection of Tribal and academic research ethics in a clinical trial for American Indian patients diagnosed with cancer,Jennifer Erdrich,Jennifer Erdrich,"Violations in research ethics and the geo-remote location of reservations has hindered American Indian/Alaska Native patients from participating in clinical research. To address lower participation and mistrust, we designed a clinical trial delivered on the San Carlos Apache reservation grounded in the CARE Principles for Indigenous Data Governance (Collective benefit, Authority to control, Responsibility, and Ethics). These principles have bridged successful relationships between Tribes and other sectors, yet have not been implemented in clinical research. The activation of the CARE Principles in this study’s design prioritized the community, fostered transparency, showcased tribal capacity for research, and ethically facilitated regulatory exchanges. Over the course of 5 years, semi-structured interviews were conducted with Tribal members who are cancer survivors, and meetings were held with the Tribal health facility’s leadership, staff, board of directors and Tribal Council to assess needs, develop on-site infrastructure, and reiteratively refine a clinical trial responsive to feedback. This collaboration created a prehabilitation intervention designed to alter inflammatory biomarkers for American Indian patients preparing for oncologic surgery, which is now open for enrollment. A Tribal Resolution signed by the Tribal nation’s attorney general and University of Arizona officials solidified the partnership and terms of research conduct, publication, and intellectual property. Applying the CARE Principles to the protocol planning and approvals process supported Indigenous governance while meeting academic research principles. This intersection was key to developing a university sponsored clinical trial on a reservation and is a shareable example that can support other clinically focused Tribal-academic research.","Wednesday, Apr 15, 2026 10:30 AM - 11:30 AM MST",Ballroom E Teeka,0C37697A-B6F8-F29A-6B53-238301299C03,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37697A-B6F8-F29A-6B53-238301299C03&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
to-be-real-how-indigenous-community-members-engage-the-care-data-principles-0c378327.md,To Be REAL: How Indigenous Community Members Engage the CARE Data Principles,Lucy Aviññaq Boyd; Chris Lindgren; Andi Ogier; Kara Long,Lucy Aviññaq Boyd; Chris Lindgren; Andi Ogier; Kara Long,"“You gotta understand the logistics of home, the ways [nuances] of home, before creating any solutions for home.” –Lester Tu??aq Hadley, Sr.
Presenters will introduce the REAL CARE framework: a community-driven approach to Indigenous data sovereignty and governance. REAL CARE was developed through The Rematriation Project, which is a collaboration involving Iñupiaq community members and academic partners. REAL—Reclaim Relevant Data, Engage Community and Values, Authority to Control, and Learn Through Data—emerged from the community’s interactions with the CARE principles and addresses the unique needs of Indigenous communities related to data. Partners on the project will discuss how REAL CARE provides Indigenous communities with a framework to lead data initiatives, reclaim and generate knowledge on their own terms, and address community goals through culturally appropriate, actionable data strategies.","Wednesday, Apr 15, 2026 11:45 AM - 12:45 PM MST",Junior Ballroom H Kawi,0C378327-BCEC-15B1-0450-6B0E2A7D2DE4,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C378327-BCEC-15B1-0450-6B0E2A7D2DE4&session_date=Wednesday%2C%20Apr%2015%2C%202026,4
tribal-colleges-universities-decolonizing-data-visualization-for-campus-data-literacy-0c37908d.md,Tribal Colleges & Universities Decolonizing Data Visualization For Campus Data Literacy,Delphina Thomas,Delphina Thomas,"Two tribal colleges and universities (TCUs) in the ""Cultivating Native Student Success"" initiative through the American Indian College Fund will share their unique, cultural, key enrollment indicators (KEIs) and how they are decolonizing data visualization to promote data literacy across campuses. The purpose of creating their own cultural KEIs and benchmarking data is to highlight and acknowledge the specific needs of their Native students as well as focusing on increasing areas around enrollment, persistence, graduation and retention. These TCUs will provide examples of how they implemented data visualization using their culture to make data more digestible and accessible to increase campus data literacy.","Thursday, Apr 16, 2026 12:45 PM - 1:45 PM MST",Junior Ballroom I Vatwe,0C37908D-B542-0FA0-CC6C-27EFDC5D8077,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37908D-B542-0FA0-CC6C-27EFDC5D8077&session_date=Thursday%2C%20Apr%2016%2C%202026,1
tribal-technology-assessment-tools-0c379861.md,Tribal Technology Assessment Tools,Adae Briones,Adae Briones,This session focuses on the viability of a Peer Technology Assessment Tool for Tribal Communities. The workshop will be a two part session. The First part of the workshop will walk participants through the Peer Technology Assessment Tool as it is originally designed. The second part of the workshop will work with Tribal participants to get feedback on the viability and adaptions needed to make it relevant for Tribal communities.,"Thursday, Apr 16, 2026 11:30 AM - 12:30 PM MST",Junior Ballroom J Heeka,0C379861-A138-69E3-680D-99965D1F170A,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C379861-A138-69E3-680D-99965D1F170A&session_date=Thursday%2C%20Apr%2016%2C%202026,1
understanding-the-energy-and-environmental-impacts-of-data-centers-on-tribal-lands-0c37a1a0.md,Understanding the energy and environmental impacts of data centers on Tribal Lands,Jennifer Jones,Jennifer Jones,"Federally recognized tribal lands and resources offer opportunities for mutually beneficial development of new industries and energy resources. However, there are significant challenges that characterize Tribal lands – including siting, regulations, and community engagement, and Tribal sovereignty – with respect to new technological infrastructures. Data centers are fast and unknown infrastructure that will impact tribal communities and lands. Therefore, I ask, what are the drivers and challenges that Tribes must navigate with data center development? What are the energy implications Tribes must consider with data centers? To fill this knowledge gap, I will present a preliminary dissertation proposal that will outline key impacts and discussions points that will evaluate knowledge and engagement with data centers. This work closely aligns with the fourth theme, Infrastructure, of the summit. I am interested in understanding and gathering feedback on my research proposal from Indigenous leaders and scholars to better understand the drivers for community ownership of data centers and defining responsible energy generation as we navigate protection of our land and resources.","Thursday, Apr 16, 2026 4:15 PM - 4:45 PM MST",Ballroom D Meecha,0C37A1A0-E3D5-7EC9-BBD9-4F7B877C0678,"Thursday, Apr 16, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37A1A0-E3D5-7EC9-BBD9-4F7B877C0678&session_date=Thursday%2C%20Apr%2016%2C%202026,1
upholding-indigenous-data-sovereignty-throughout-the-survey-of-native-nations-a-case-study-0c37ac78.md,Upholding Indigenous Data Sovereignty throughout the Survey of Native Nations: A Case Study on Flexible Survey Design,H Trostle,H Trostle,"The CARE (Collective Benefit, Authority to Control, Responsibility, and Ethics) guiding principles require an innovative approach to collecting sensitive information. This case study considers one method used by researchers at the Center for Indian Country Development at the Federal Reserve Bank of Minneapolis in order to ensure that Indigenous communities have (A) control over their financial data from start to finish in the Survey of Native Nations and (C) receive back analysis that is of collective benefit to the tribe. The survey design was flexible and secure in the 7 following ways: 1) Almost no question on the survey was required. 2) Exact answers were not required as yes/no, estimates and (occasionally) ranges were accepted. 3) Almost every question could be declined. 4) Only specific designees of the tribal government were allowed access to the survey. 5) The researchers took steps to confirm accuracy and utility of information after data submission if there were discrepancies. 6) The data is owned by the tribes and controlled by the tribes and can be removed from the dataset at any time by the tribal government. 7) The researchers designed the reports based on the data submission, respecting the clear limits placed upon them by the tribal governments’ sovereign choice in filling out the survey.","Wednesday, Apr 15, 2026 10:30 AM - 11:30 AM MST",Junior Ballroom G Seewa,0C37AC78-A43D-5A6E-030D-F63DC846D1F8,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37AC78-A43D-5A6E-030D-F63DC846D1F8&session_date=Wednesday%2C%20Apr%2015%2C%202026,1
us-federal-and-state-statutes-violating-and-or-inhibiting-indigenous-data-sovereignty-0c37b545.md,US Federal and State Statutes Violating and/or Inhibiting Indigenous Data Sovereignty,Sierra Hicks; Leece Oliver LaRue,Sierra Hicks; Leece Oliver LaRue,"International Indigenous Data Sovereignty Standards (e.g., UNDRIP Article 31) have yet to be operationalized in the United States (US), resulting in violations of Indigenous Peoples’ data rights and interests. There are, however, statutes (E.g., Freedom of Information Act, California Public Records Act, etc.) enforcing publicization of Indigenous Peoples’ data in attempts towards colonial antifascism. Indigenous communities such as the Karuk Tribe have experienced firsthand outside lawyers citing US statutes to justify violations of Karuk Data Sovereignty.
The goals of this session are threefold:
(1) To raise awareness of Indigenous Peoples’ efforts to navigate US legal systems that act counterintuitively to fiduciary responsibilities, specifically referencing efforts the Karuk Tribe have made to understand that legal landscape.
(2) To engage all participants in roundtable dialogue about potential paths forward (E.g., advocating for reformed exemption standards) for Indigenous Peoples and Tribal Nations to work with or around US statutes.
(3) To consult with accomplices working within or adjacent to state and federal agencies who can shed light on opportunities to challenge and/or build upon legal precedents.
The session will begin with introductions, followed by a 20min presentation from Karuk Tribe representatives, emphasizing ties to Day 1 themes of Authority to Control and Ethics. The session will then proceed to a 25min roundtable conversation to gather participant perspectives on working with or around US statutes regarding data and/or intellectual property. Participants, anticipated to include those working with or as agency representatives, will then be paneled with questions synthesized from discussion.","Wednesday, Apr 15, 2026 11:45 AM - 12:45 PM MST",Junior Ballroom I Vatwe,0C37B545-9DB3-22AA-1135-5FAEAB5C65D3,"Wednesday, Apr 15, 2026",https://s2.goeshow.com/usidsn/summit/2026/conference_program_sessions.cfm?session_key=0C37B545-9DB3-22AA-1135-5FAEAB5C65D3&session_date=Wednesday%2C%20Apr%2015%2C%202026,2
